###PLEASE READ
#This file contains mean gene expression values for every gene in every cell type of Drosophila melanogaster Ral517, as published in Witt et al. 2019. It is important to note that for most genes you are likely to observe a drop-off in expression in late spermatocytes, early spermatids, and late spermatids due to global post-meiotic down-regulation of gene expression.  Be careful not to over-interpret such events unless your #gene of interest deviates from global expression trends. 
#


"RNA.Early.spermatids" "RNA.Late.spermatocytes" "RNA.Early.spermatocytes" "RNA.Hub.cells" "RNA.Cyst" "RNA.Late.spermatogonia" "RNA.GSC..Early.spermatogonia" "RNA.Epithelial.cells" "RNA.Late.spermatids"
"CG11714" 0 0.000170597881600805 0.000120637491936892 0.000848076723126527 0.000830431071630624 0.003492294330752 0 0 0
"Mob2" 0.132768300697701 0.132147490544475 0.171835324459365 0.18384244643112 0.289531560876065 0.637358331736681 0.918559610790334 0.355442344763568 0.351412923063984
"CG7394" 3.93194122548812 3.78937327459938 4.03313031949262 4.02734186338404 4.97659250471294 5.92003619322596 6.11319350816789 3.28925362935599 3.42312011789616
"CG33267" 0.026699746001331 0.0200951388908079 0.0155514037349665 0.0292478984967711 0.0252862005976958 0.0188161683634247 0.00804031332540132 0.00833617703848015 0.0240550139481209
"CG33490" 0.641953126134515 0.77931572039317 0.814389882697671 0.747059978245062 0.651942961782983 0.448751969097308 0.178979796194883 0.559223479170897 0.247651213124612
"CG33489" 2.08219097175813 1.9307422076154 1.68985867458867 1.456120382967 1.28526037844909 0.958962845729502 0.412272858024406 1.224421983256 1.1575321419467
"CG33271" 0.00703555075920423 0.0132826282833659 0.0143385184400736 0.0162502054878561 0.0178960495070798 0.0177420037443222 0.00918944575468303 0.000718962875920524 0.00405622084337755
"CG33270" 0.00992927819462167 0.0161149236500956 0.0193504116405379 0.0264206587375385 0.0213485205427252 0.0139704385390463 0 0.0126356835484849 0.00858497979110463
"CG43390" 0 0.0003116000115292 0.000130574400705937 0.00292216691534307 0.000337898605092075 0 0 0 0
"CG43391" 0 0.000241360063960417 0.000312494162183772 0 0.000162110431409091 0 0 0.00091394812796005 0
"CG33269" 0.037074311848101 0.0371536771964991 0.0299145516146846 0.0410039545333106 0.0189518707357865 0.0206028603464674 0.00486389867764782 0.0293832050961076 0.076286780264562
"CG32086" 0.861124507428524 0.889552211466612 0.825391456097695 0.713679991679459 0.648308843367515 0.441181226744502 0.170740868950257 0.553613013002729 4.36175396697521
"rt" 0.0123557463064832 0.0271124658597357 0.100935795225066 0.0783121017172027 0.166559612866058 0.0912304531833263 0.0257845814557061 0.0225653157258566 0
"CG7368" 0.00121941137062082 0.00345836292351075 0.00211660447355465 0 0.0029499552892903 0.00598821289188295 0 0.00848971386268397 0
"Duba" 3.71258420564923 3.89181215114861 3.35446339430949 3.28206265672687 2.91514858024632 2.65854135764879 2.37129918845509 3.32782008353683 5.23336403649797
"CG42832" 0.00295645477517229 0.00270781960193984 0.0014783343404382 0.00232403024028149 0.00100626844561528 0 0 0 0.00201024339624993
"Muc68Ca" 0.00081574292481689 0.00214391702843964 0.00422593811353033 0.00212412916620733 0.00210378144070301 0.00184292900392452 0.00170364774833988 0.00780035116559361 0
"CG6084" 1.61724920305889 1.48581946111803 1.31109011777666 1.35150487851593 1.19376987182354 1.08770957189302 0.903641379062629 5.7671854898298 1.36788860176165
"CG6083" 1.09317368698999 1.13794468160362 1.20404332470878 1.00896112929212 1.11741206379491 1.09954435086368 0.621548133678612 0.625092983267331 0.595324864690805
"PCID2" 0.0236135755023728 0.0215017034642558 0.0368873195035337 0.107179597251338 0.163185699577339 0.596571734319595 1.06684250829959 0.052930356779912 0.00338660691788968
"CG18815" 0.447402447688978 0.758614572742016 1.22441718694855 1.31820180900189 1.80896380118442 3.53704899371454 5.33841602209456 0.625423584578027 0.236205277050477
"CG32091" 0.0080553056085658 0.00795684572005832 0.00694779825059414 0.0107147308079617 0.0125123545776076 0.0196825343120736 0.0145540072223288 0.00823664999583639 0
"CR45158" 0.00363469125359627 0.002756009491555 0.00324118905803754 0.00452191250035532 0.00235607013041422 0 0.00159285305946455 0 0.00517956784793617
"CG6071" 0.00297096629802569 0.00346849400565641 0.00244098643924328 0.0211622451080857 0.00640594377252019 0.0131555766650195 0.0123065741904787 0 0
"RIOK1" 0.000986560578519123 0.00199311571945751 0.00201078751431166 0 0.00491125480619019 0.0164878804209947 0.093196371427393 0.00232377460634885 0
"CG7339" 0.0396802771436336 0.0431519812039653 0.0609722870520743 0.119605229583812 0.198450823972071 0.423744909240981 0.966975092879152 0.142030246749519 0.0234434363618793
"CG32085" 0.0585982070026813 0.0998670281841382 0.118732600696348 0.155954584216604 0.111285591127633 0.15580340895718 0.115805755096332 0.0437676399418964 0.0243891007066304
"CR45883" 0.00199559930441391 0.000513849833713943 0.000301851475099423 0 0.000465894886622856 0 0 0 0
"CR45882" 0 0.0013187174212618 0.000543092437514556 0.00465840824053784 0.000973708461280261 0.00360703516137875 0 0.00869415522939941 0
"TfIIEalpha" 0.0771066114560618 0.0804647064675968 0.107243510591101 0.136313141299814 0.202450855645274 0.370977482493399 0.979206843030821 0.143658579312409 0.0603390750664428
"Sugb" 0.0412347909523441 0.0487046744619738 0.0572118053170276 0.078663138509853 0.0586596076839648 0.0571305950821873 0.0889130488442572 0.0637174429894965 0
"CR45885" 0.00874081235454773 0.0065916327620324 0.00401568448747017 0.0157022314762645 0.00695950772318717 0.0077780328863715 0.00355137214219224 0.00858938283566449 0.00310712625621115
"Pldn" 0.0446236892352166 0.0533066778166053 0.0764959685832215 0.119557420304603 0.223307727944078 0.440146289344317 0.508834099697903 0.127303223992059 0.0576031075124508
"CG14135" 0.00269992249654022 0.00323815448313282 0.00315428229213271 0.00835141540838423 0.00912384630197196 0.0246197115972925 0.0297725636847191 0.0168430185138851 0
"CR43887" 0.0325866074155351 0.0241886879588969 0.0195168842239623 0.0378405033068358 0.0238585818423278 0.0281341592023884 0.0166598286465386 0.0182930766831521 0
"CG11652" 0.0479631692857224 0.0810114400427708 0.166358635518656 0.189687273009644 0.269741180491857 0.280603063141609 0.329482805249987 0.105902868338355 0.0535849767376074
"Dnai2" 0.00157336333033589 0.00191854368055379 0.00179026906296835 0.00421432009109674 0.00361977268723349 0.00205435389640397 0.00291465062885264 0.000730970427567994 0.00602620555748729
"CG11658" 0.102748585735583 0.105450845802527 0.157055447252021 0.174017768773708 0.297340329606271 0.435024602917991 0.318900038476083 0.213858216884244 0.0530231894762484
"crim" 0.0285341269650578 0.0252503149595312 0.0320907418925639 0.0762334105679653 0.0913580870604158 0.469624997615518 0.792210081333594 0.274251620529067 0.0313853473296548
"CG14132" 0 0.00245788813427121 0.00152582368246071 0.0113603530958365 0.00314097854744745 0.00137471557134829 0.00427761778570981 0.00170139094526533 0
"Bmcp" 0.0313955251087781 0.0257635112657083 0.0349762114272335 0.0557811958989125 0.105768654381823 0.197555126954787 0.305468515124835 0.0304970553644181 0.0243541132075301
"sunn" 0.00249192077790016 0.00176967867963687 0.00194606866036686 0.00838490541448432 0.00834198091453223 0.0190082640014551 0.024678780773946 0 0
"CG32087" 0.777940143614796 1.09815830789103 1.54371033879549 1.28141655158303 1.43152474568481 0.875485707033304 0.423422216850328 0.694375650858062 0.387370909970904
"CG6024" 0.00817222136180279 0.00669416964764817 0.00711392340701086 0.00990505772864136 0.0140455178537468 0.012728369596883 0.0385855062032055 0.00318319010783695 0.0281711450848996
"Muc68D" 0 0.000509595070027947 0.000156680995143673 0.00513873835961249 0.00055151025793636 0 0 0 0
"Tim13" 11.8589591922205 11.6854977841534 11.809315200961 9.35865073634212 9.7331273897012 6.69253858487278 3.82426762662056 7.98312992843422 10.7305761122491
"Pi3K68D" 0.17119911655581 0.145213458986361 0.143275754091772 0.168942586824561 0.164760237820098 0.21677156876425 0.182708461563934 0.125785367338566 0.168983356327688
"CG14131" 0.000937107878921914 0.00165738152643991 0.00140407660411132 0.00112562111773276 0.00244018309988832 0.00242264195242545 0.00133304752794334 0.01926693444439 0.00427104568438596
"CG5964" 0.0220877143248211 0.0228307365742712 0.0274729298110973 0.07716197012395 0.0678379104748776 0.18201407753995 0.284482540917404 0.02094075984853 0.033478848110769
"CG10907" 0.105569957772883 0.123750273837279 0.12893763150083 0.181987088511202 0.260358505483852 0.300203572915394 0.368661404625829 0.108734527257194 0.0924164904156999
"Klp68D" 0 0.00103795143432241 0.00158693340952262 0.0124921039284719 0.0040073020027027 0.0170237104034382 0.0457669210245833 0.0203192764146053 0
"CG10361" 0.0133072108809705 0.0147466399343925 0.0121655248947313 0.0165067447263643 0.0215155830495315 0.0287315295894303 0.00807461112798786 0.0048580772666277 0.00534098447162175
"CG42255" 0.00511748901295562 0.00697984046576385 0.0116294122803655 0.0172845042171059 0.0324211634156417 0.0568889073506539 0.0307900224342057 0.00527649602436193 0.0374568155102231
"CG14130" 0.114943813988483 0.124774905774496 0.136463323401746 0.195742580844125 0.244019015798298 0.457104669438981 0.510013838244676 0.122164244493841 0.0201537905766453
"CG5946" 0.171134967787385 0.192181461148408 0.224084071157648 0.22104428088091 0.308740289417781 0.459082970016381 0.802152144180018 0.320875162160987 0.143795460274005
"CG11597" 0.374600352270835 0.470039727121322 0.548809871918108 0.526529836956412 0.795051592668943 0.951566439929034 0.499793834682273 0.281994997639233 0.152669172193539
"RpL10Ab" 1.2849924413899 1.08236947843178 1.30080052519281 2.44653410203804 4.13125992573764 8.18166658543893 15.8274078660723 8.92426064128317 0.927680321431072
"CG32095" 0.0132692231356547 0.0179191961772487 0.0226859951123874 0.0467849189800227 0.0773117258003919 0.123056494995207 0.278694360939987 0.041316045398322 0.0134941332095291
"CycA" 0.471204207992701 0.54197211698915 0.76184893093552 0.708952596247481 0.853077507693079 0.770550662191058 0.922153703875053 0.449881756073042 0.247636563760395
"CG7264" 2.21477558844182 2.06175517355292 1.95940902694224 1.80296672309918 1.77552744048935 1.64185948229381 1.0110175343338 1.51883681316563 5.44731618765194
"CG12521" 5.0216484138694 4.68610125078255 4.7401765307358 3.72820200016399 3.88901992227263 2.24943332933363 1.02344654763239 3.49939636928908 4.07949113886931
"CG44837" 0.00280031111197645 0.00286155177367208 0.00399922384906753 0.00567705870178346 0.00343081244171306 0.00104888991260544 0 0.00958680379980911 0
"CG5906" 2.82422739789638 2.47168102271802 2.4649551516024 2.22413211805977 2.17040516353442 1.63221848229683 0.893420731967707 2.08187698641735 5.53369502568881
"Sprn" 0.806058054276499 1.6994146722898 1.65922908381519 1.64195289752505 1.27888316151393 1.08119203134629 0.577681718242748 0.852523098429796 0.794884581498767
"CCDC151" 0 0 0.000524906782607733 0 0.00152469695438868 0.00156291343944578 0.00215625100400437 0 0
"CG5897" 0.00452591897586583 0.00202379268238549 0.00358666350184964 0.00184739961877061 0.00742786207160257 0.00331171820784 0 0.0036413317369735 0
"CR43624" 0 0 0.000350206479611135 0 0.000157893658179114 0 0 0 0
"CG11588" 1.78908271466639 3.42445707536167 4.20407902821824 3.25927718218354 3.25021158057063 2.08761196959957 0.839053337920768 1.73802982178822 0.841014935721072
"SdhAL" 0.915543083683264 0.980708955200046 0.909797654406421 0.91162219316899 0.70813775019474 0.446793012783923 0.179584128973214 0.677244704711573 1.17191109263757
"byn" 0 0 0.000665034991599036 0.00530198435293 0.001417955822359 0 0.00238624054988378 0 0.00129008071131954
"Rpt4R" 0.593948094130305 0.574930954748099 0.769541100744726 0.740764774563835 1.06758155781953 1.72624277506451 2.29653254703955 0.344352008926249 0.412205565937443
"CG5883" 0 0 0.000258504941838973 0 0.0008298894716507 0.00386758647360664 0 0 0
"LysX" 0 0 0.000151304357035917 0 0.000150955228837786 0 0 0.00136522051587861 0
"CG7252" 0 0.000287828385203606 0 0 0.000405824048140926 0.00238568435601889 0.00144474764881768 0 0
"CG17826" 0 0 0.000155997965786526 0 0.000582109162128229 0.00117597432706927 0.00133304752794334 0 0
"obst-G" 0.00174010793159382 0.00084329661456036 0.000359788003769606 0 0 0.00271381773886064 0 0 0
"CG7248" 0 0.000661475744193825 0.000348285395106425 0 0.000440230443497165 0 0.00437095744213874 0 0
"CG11570" 0.000832719757658565 0.00132185500316867 0.000722035940624942 0.0044746693443088 0.00119248691788734 0.00118559492679188 0 0 0
"CG43294" 0.00185973934565267 0.00407052632077011 0.00379642414669921 0 0.00199635374843607 0.00641268027761548 0.00165022628727964 0.0020905666940949 0
"prc" 0.00319141423913796 0.00268545070394429 0.00654970544089797 0.0163115930652282 0.0145790603162213 0.0115905607939033 0.00739481762346241 0 0
"Aplip1" 0 0.000673249383368784 0.000718127227135098 0.00339876526964646 0.00201451278562766 0.00462437145559279 0 0 0
"Muc68E" 0 0 0.000192369213461921 0.00289699390530422 0.000365338571186457 0 0 0 0
"CG42397" 0 0 0.000164392055984043 0 0.000352270894331057 0 0.00186416361689499 0 0
"CG14125" 0 0.000263966291504575 0.000188167642315892 0 0.000387233290990194 0.00250880842638504 0 0 0
"CG43896" 0 0.000270696800634513 0.000336849274189338 0 0.000345013196702077 0 0.00191278357255561 0 0
"CG6938" 0 0.000197816599285388 0 0 0.000282400197431549 0.0013123602418365 0.00330178805030076 0.000730970427567994 0
"CG6931" 1.13041538079356 1.13620619394019 1.22179418514233 1.16737548901818 1.28688240993197 1.07634428066455 0.612506534824994 0.924319996053607 1.06796803422464
"viaf" 0.103298319176055 0.194899863231727 0.640631207165388 0.576788846982444 0.856682060458371 1.29688386591596 1.82243494086797 0.421288803540833 0.0970305940391953
"Grip163" 0.00452221029298611 0.00749671583052848 0.00575756596982317 0.00792163511525386 0.0165358017572922 0.0327232241684964 0.0491950798451448 0.00119586269774188 0.0145228938899281
"Pop2" 1.56351346940485 1.33211497270899 1.20493649171459 1.26446086987331 1.15572429887098 0.998794163655736 0.826140829078612 1.17149364600051 2.04094694152531
"CG6928" 0.00597381213020692 0.00482350537507908 0.00844887456161196 0.0196745622131913 0.0198451689180268 0.019343940843077 0.0871396410959351 0.0516410340464509 0.010386373078521
"mwh" 0.00172269947697121 0.000451700455385501 0.000934578369687386 0.00158806991064883 0.000941532572222986 0.00205895036624293 0.00536289975380128 0 0
"rols" 0 0.000535257223891493 0.000435203674006516 0.00408216583390484 0.00254658631977095 0.00862020509475561 0 0 0.00330730812569226
"CG32335" 0.0116480294312654 0.00690883187928247 0.00991769054461774 0.00987943769614311 0.00944732847576099 0.0115375009150426 0.00546789451165841 0.00968076973111347 0.00602620555748729
"CG43993" 0 0.000930782531993917 0.00105149312837784 0 0.00187796257427116 0 0 0 0
"CG9119" 0 0 0.000608185918173561 0 0.000843375285588104 0.00496458945320626 0.00158115691037512 0.00631777656663053 0
"CG6793" 0.006334905535624 0.00641706214759215 0.00929630016304627 0.0040512593382153 0.00798499624398401 0.0120259025843527 0.00714509448459191 0.00786399190272935 0
"CG43638" 8.80258938573237 8.54705244642413 8.58288297784993 6.82921412483453 6.50672309057401 3.36406250569201 1.54445886124394 5.4979309390291 6.63012072596443
"Sema5c" 0.000690855879933117 0.00267956466147489 0.00126693018800822 0.00234190472894669 0.00225749185052488 0.00277368826829604 0.00122546721856808 0.0862517746661889 0.00660763223326173
"LysB" 0 0 0.000157945844792304 0 0.000474684766380149 0.000936986267997749 0 0.000917145783624032 0
"CG17154" 3.60168781378044 3.54446625756817 3.15346305322233 2.79664585482672 2.70297662516024 1.69167562624307 0.714011560844734 2.37537679958439 3.04364013209743
"vers" 0.0216198087449581 0.025680319230242 0.0416426758156419 0.0427268571216044 0.07205890963279 0.226199877893553 0.382917487743724 0.0180500394288374 0.00281736805983639
"ssp" 0.214595538555238 0.190709784859231 0.221884347328604 0.273013438062651 0.445435037122124 0.605631650715904 0.611945191892932 0.13124009619882 0.143039109295077
"CG11560" 0.0111365208484451 0.0091256319367201 0.00915320219863752 0.0173984094750505 0.0556525255692149 0.174728434820623 0.44108935183213 0.0181399766356132 0
"yps" 2.58808834931469 2.58813157798147 2.44239414940168 2.54460953071745 2.5703231584875 2.81475253030853 3.22170159793997 1.77797141242417 12.9916417228166
"Ir68b" 0.00675015834354694 0.00421034261517313 0.00406504557896287 0 0.00483543667143541 0.00599505984541395 0 0 0
"CG34241" 11.2129405623705 11.4412874437296 10.0901690529051 9.16186651211538 8.17969774683605 6.45134105740981 4.01591284163786 7.3291239151535 7.11128015132307
"CR11538" 0.00492442384257828 0.00278448446157441 0.00351894036622287 0.00529978939405188 0.00342873991408954 0 0.00601517519427414 0.000730970427567994 0
"Lsp2" 0.000784226630203265 0.00289425951526986 0.00932214014102181 0.0132144237199473 0.0174828854320366 0.0246524521294699 0.020982226138908 0.000417571962681761 0.0024653051443769
"CG11534" 0.00331285328354941 0.0104094468169695 0.0125914126660816 0.0170324257022852 0.0321413229996353 0.0630696945401566 0.190066046721928 0.0188769897183228 0
"CR45892" 0.00102823724559097 0.000674035347824357 0.000392602082061538 0 0.000710859680505413 0.00249570515491376 0.00121410483868128 0 0
"CG5645" 0.0473660915458258 0.0408794966884421 0.0248427581337272 0.03037611376982 0.0280848199843301 0.0354369099537566 0.0545702496349951 0.0299344909266151 0.0178545471255384
"Atg12" 0.492778788713276 0.484825223163189 0.447732199023645 0.378993062814103 0.554979096202076 0.712061344653599 1.18796358207913 0.406018838616028 0.263876788315397
"ND-SGDH" 2.26771719541318 2.46958348874144 2.47260737753241 2.32250574804699 2.59829280416207 3.24649235183613 4.54170522094085 2.28606181181067 1.17221105219992
"RhoGAP68F" 0.0205804479495319 0.0343662698565599 0.0486253679191867 0.0958616765184633 0.118068385355603 0.312473145054657 0.54782397793502 0.116441114335506 0.0641910877119881
"eIF3l" 0.289235062254905 0.292793251419826 0.30975207549415 0.370299936601019 0.461945719428231 0.760649459350408 1.32676857879852 0.378655887099229 0.327188539421414
"Nrx-IV" 0.0387951250659241 0.0194168291173298 0.0316234025251581 0.06361722488156 0.0597277228758083 0.120702927208308 0.18370314270569 0.218067850680028 0.0056379002204419
"CG32099" 0.0145088245990742 0.0239955424898577 0.061513834663156 0.0623141573450012 0.0736653208243232 0.119837413543099 0.258206789044231 0.0414139487123945 0
"CG9760" 0.000488943759244093 0.00327157899979165 0.00165044285988962 0.00295150833160665 0.00284234196551364 0.00234404010800746 0.00110448493780756 0 0.00565297835644177
"Rh7" 0.0120958966388167 0.0168905961547318 0.0160483595815962 0.0192884063125865 0.0136778416301223 0.0172497901665189 0.00578846029874262 0.000519892328219257 0
"CAH2" 0.0011419228542042 0.0012699924115737 0 0.00536718551141116 0.000299928961402072 0 0 0.00136522051587861 0
"LysP" 0.00188443020694011 0.000458494737418875 0.00584796666847209 0.0089263709463484 0.00752909694892492 0.00611193911577486 0 0.00077462165928917 0
"CG6910" 0.00564878825558327 0.00475690264308746 0.00368321473694576 0 0.00459516503933462 0.00262289432330089 0.00535171055601614 0.0465974399742544 0.0670741420798015
"Est-6" 0.00754876923315719 0.00536419901449178 0.0045859965588763 0.00399667867491193 0.00519712069784949 0.00453499714952924 0.00442428281571679 0.0216585011539961 0.0205936179413843
"thoc6" 0.00421009305698969 0.00132218694834357 0.00568541293877125 0.029857391910815 0.0322850538099113 0.168251174493796 0.275170273988778 0.0249856866507465 0
"Est-P" 0.000708862511012179 0.00219139055569854 0.00360453890207396 0.00352661948714193 0.00613079366985276 0.00660491129971258 0.00309359804633096 0 0
"CG11529" 0 0 0.000348695245485355 0 0.000281079203525618 0 0 0.00871614648704432 0
"Adk1" 2.39045746882563 2.34428093773866 2.40088342611701 2.14417684281336 2.08530469321199 1.29393057061543 0.577474252274935 1.85282002944065 2.28384494299037
"CG5626" 0.109992819986111 0.115251922924322 0.120346065087618 0.133507174740835 0.128692931461937 0.167820544518144 0.166611582109669 0.0559829419388172 0.120850026567003
"app" 0.489159159124287 0.500397221080095 0.487563173378531 0.458204366811954 0.478379118825927 0.359169673719359 0.199582211929773 0.40568084348481 0.403354462043479
"CR43991" 0.00137888564804799 0 0.000930994816656111 0 0.000590139739456068 0.00219388736241436 0 0 0
"CG32100" 0.071224888677483 0.137311778485035 0.269817170034293 0.232619214292363 0.360972451304667 0.520944141523869 0.591182248692402 0.0699467683482037 0.04378475353329
"Pbgs" 0.00183646533313573 0.000729709728867362 0.00291127090992984 0.0111882251554821 0.00553761160279342 0.0153451800614886 0.118741161892707 0.0653093589650359 0
"CG4300" 0.0144551366172099 0.0109140164383775 0.00972041352999098 0.0222079186514738 0.0343066836364546 0.17206796423975 0.33597618091451 0.25156832288973 0.100764981781615
"LysS" 0 0.000255137024528236 0.000893746097894698 0 0.00028292908725761 0 0 0 0
"INPP5E" 0.0347793142749698 0.0617457765182479 0.0555026654461456 0.0747081723218429 0.0737695107548902 0.143581945385117 0.196388547910589 0.0229431418977931 0.0316743895487905
"CR46241" 0.0109334557860306 0.00709861810738572 0.0076400979168499 0.00853594536804718 0.0140484096337489 0.0155585421942862 0.00284106563429253 0.00368159029807492 0
"CR45658" 0.0911233832697278 0.170178172748181 0.206435046775387 0.210729398006427 0.209690044324485 0.233295860563655 0.200406182770465 0.0806531438363019 0.0444448560058297
"CG4328" 0.00183223036119307 0.000735719447606676 0.00137796984052119 0 0.000794046573432792 0 0 0 0
"CR44550" 0 0.000994202727794247 0.000336704535752662 0.00206631464930301 0.000528935011311056 0.00129738133955661 0 0 0
"CR44551" 0.00571508049795881 0.0164556127399138 0.0402844116892877 0.0578748527837412 0.0551473097321495 0.0396994692585402 0.0357474404333274 0.0199139833872753 0.0306094551652781
"CG44355" 0.723282952989577 0.653035742881701 0.639505642462831 0.543735983365465 0.557864882322073 0.341539168582112 0.108793741527511 0.405595970333083 0.806753439177175
"CG33965" 0 0 0.00032377769988007 0 0.000346066139143402 0 0 0 0
"Lmx1a" 0.00250964531659371 0.00105366908303005 0.00187196123371253 0.00341455186396972 0.00228345996497845 0 0 0 0
"CG10418" 0.921405872886778 0.968730286383418 1.00396439858193 1.04934877845217 1.22986724309468 1.6015004897062 1.71315384225599 0.871439494342339 1.02974689029671
"CR45444" 0 0.00108324140170947 0.00190553859369321 0.00258663012275629 0.00263465812016069 0.0108123723729079 0.0183413323661197 0.000917145783624032 0.00201024339624993
"CrzR" 0.0013648430089329 0.000987785112204428 0.000883433598000519 0.00254721258526794 0.00270777102142174 0.00306872860816466 0 0 0
"CG33966" 0 0 0 0 0.000740239980830234 0 0 0 0
"CG9194" 0.00394244510117028 0.00230645672452548 0.00696697594694847 0.00554671017494152 0.0119776487900126 0.0223512351545481 0.00158926091897741 0 0
"Ncc69" 0.0175611578235818 0.010759209044134 0.0131582430938879 0.0119638187957428 0.011893364058352 0.0109724286919673 0.00681768853911988 0.00685684820857984 0.00897511380444304
"CR45824" 0.131056436816692 0.150020084174116 0.148974299189469 0.146725392714829 0.150039383405297 0.0878938399690745 0.0289092926100153 0.0850768444261384 0.0719239455040643
"CG32104" 0.00439294641093704 0.00793067024173371 0.0116143538366779 0.00251210621040311 0.023957279481644 0.0311196545749784 0.0798080983131261 0.00850444272087738 0
"Obp69a" 0.194854231354801 0.190898457269175 0.210417832303192 0.26166115026555 0.264779946755312 0.240387378039226 0.0961846894649327 0.182949124176492 0.105157124507779
"Smyd4-2" 0.0103712974983734 0.00848361711342426 0.0119256443926417 0.0141881700592365 0.0196688635812779 0.0328326388073942 0.0122153853403748 0.0248985948198684 0
"CG32103" 0.0698620659699894 0.110816786305781 0.410041497002208 0.381012272484702 0.636692487803212 0.57530046399982 0.555908927510302 0.363362350383983 0.0384857580865198
"ArfGAP1" 0.0910356257318974 0.106088977025341 0.124021296050573 0.130630903132784 0.154579809508467 0.256665955880536 0.485084095547248 0.118898320073318 0.0817385740383527
"Klp61F" 0.0241346280292897 0.0233194761851516 0.0288543036080487 0.0378547567766608 0.0496312020874865 0.0862032873835006 0.175710939139808 0.0169837803844051 0.00162459955651681
"toe" 0.0170395941697854 0.0145068405747058 0.0225053240725626 0.0363268748346053 0.0351537199179308 0.0339700923276147 0.0367174602497109 0.00525621128105699 0.0220303689162519
"eyg" 0.0030184856271648 0.00289547888070022 0.00146500813056057 0.0055967876605925 0.00377146257456944 0.00363926578519477 0.00263474202450415 0 0.011787684934042
"CG32102" 0 0.000281489926179267 0.000169429898887625 0.0018767331630761 0.000119188664643097 0.0013123602418365 0 0 0
"Psf1" 0.0572813558806764 0.0640022061580525 0.0689534259766282 0.0582354031372818 0.0791696422422911 0.087579005237191 0.115667402278886 0.0455963277925838 0.0323918838494635
"CG10616" 3.25286235232792 3.18059987487961 3.10918005925195 2.96531660787148 2.81269452348618 2.66430583341742 2.25169255721691 2.16153141292174 2.03585293702032
"CG10663" 0.0205809077884615 0.0255485477417929 0.0290683701966278 0.0308694135918656 0.0301032222377663 0.0210121256484727 0.00433334833032828 0.0325315127873853 0.0216381542296872
"Sac1" 0.987480540768991 0.882179885475699 0.878084444896485 0.896949636634892 0.794261515966504 0.691368374856681 0.793333457731545 0.785165183914211 1.38116480197369
"CG33725" 0.0154373371374132 0.0192136626910537 0.0320913017806471 0.0355056227631186 0.0660212007848503 0.0772718934908064 0.0138557281808032 0.0123938482026095 0.0122501491486098
"CG10660" 0.728427623820718 0.703946601245037 0.71122216277972 0.677552741702133 0.644996860627107 0.51768877502081 0.250338204072657 0.497657285343301 1.00979348014064
"CG10657" 0 0.000845492622639148 0.00267337687612183 0.00473334817381746 0.00467639182346358 0.00527690025930829 0 0.00140662882272482 0.0105022600863706
"CR45682" 0 0.000213929941153221 0.000150205360769244 0 0.000620885426927809 0.0012128537758018 0 0.00594402155040862 0
"CG10638" 0.0349698344892417 0.0360883393406337 0.0382042149427358 0.103353357587834 0.112678443331445 0.544772584187818 1.19422678518759 0.522476567985772 0.0785870818468534
"CR43868" 0.690801371785777 0.656759069808448 0.691856500219089 0.565861982586597 0.63672114200438 0.529169482486531 0.2572389316352 0.382094536666659 0.437351199151148
"CG10681" 0.157878427470537 0.169845251777102 0.215372983288414 0.269793758968272 0.381809668944525 0.779715802484723 1.0540697792076 0.169299317048973 0.159809684316824
"CG10646" 0.0294981381274421 0.0260251081976201 0.0261177247120755 0.0318549978047877 0.0362965347671811 0.0591922100932684 0.190575940684412 0.0860427589598334 0.0305169726445958
"vih" 4.39306335102456 3.80561798669284 3.40794378298697 3.28454681688892 3.27303822177668 3.34892978640033 3.05965073873608 2.74104915218177 2.93290193232533
"CG10654" 0.00970538475020704 0.0112058099143389 0.0140822925721424 0.00368811906649927 0.0131333907413713 0.00944074442729224 0.0264246833188577 0.00171715444155734 0.00644322839247251
"CG9129" 10.0800015591037 9.28945745866732 8.58792018684271 7.57639159959597 7.05511907404742 4.38448272296003 2.34540226125898 6.8600286854302 7.58976850230922
"sti" 0.0157094205047107 0.0140050711018616 0.0223294355661822 0.0295598876446125 0.0385551079378903 0.104686046387821 0.142943425640684 0.0316277347678979 0
"CR45168" 0 0.000367754030374929 0.000868805906536936 0 0.00586417480325007 0.0133295947673329 0.00291775258702116 0.000519892328219257 0
"tral" 1.48493748094436 1.35416674596046 1.14573740307983 1.23429196346146 0.931958515017186 0.824220423206255 0.63724058715298 1.13342193549553 1.22759718806854
"CG9133" 0.24613084371753 0.208903212628675 0.131305271154309 0.233823820241785 0.120294075112797 0.118579726868472 0.0990910549190067 0.13623703192777 0.219929581579471
"Gcn5" 0.00499183731596793 0.00428169847716965 0.00502059773245522 0.0126558038144756 0.0113338207841637 0.0130722353699555 0.0361530726501262 0.0308694038525268 0.00382628073268685
"ver" 0.14763245511429 0.161717852030215 0.185435571785621 0.187585984896758 0.285633918040156 0.327858313579988 0.303367301325783 0.110545815552904 0.0555786910958446
"eIF2beta" 2.46907325802784 2.27864964809087 2.1789388022739 2.72561689156342 2.79551522143745 4.25114068804322 6.26166887477046 2.61689757176878 2.2627381948315
"nst" 0.00792463211423267 0.0131863492462844 0.0161588173809771 0.0283322000049144 0.018644117382246 0.0192432816388799 0.0436514030449343 0.0205403555965496 0.0103965186474671
