###PLEASE READ
#This file contains mean gene expression values for every gene in every cell type of Drosophila melanogaster Ral517, as published in Witt et al. 2019. It is important to note that for most genes you are likely to observe a drop-off in expression in late spermatocytes, early spermatids, and late spermatids due to global post-meiotic down-regulation of gene expression.  Be careful not to over-interpret such events unless your #gene of interest deviates from global expression trends. 
#


"RNA.Early.spermatids" "RNA.Late.spermatocytes" "RNA.Early.spermatocytes" "RNA.Hub.cells" "RNA.Cyst" "RNA.Late.spermatogonia" "RNA.GSC..Early.spermatogonia" "RNA.Epithelial.cells" "RNA.Late.spermatids"
"CG7840" 0.110662640856872 0.127546482124317 0.213592199578624 0.33444143770815 0.605358131132028 0.966665624186223 1.15834440752056 0.118104212159506 0.0947547812268532
"Ostgamma" 0.153076336030322 0.120899036617557 0.178217699445136 0.21365888924322 0.294742577906502 0.530328373928079 0.99291422998674 0.435435159297188 0.11106965045476
"Mettl14" 0.0226337239043214 0.0319683753760724 0.0468589143700094 0.0771017675147945 0.116176488918293 0.145951980259038 0.2300244407772 0.0359585161569963 0.00467668762920923
"CG7810" 0.0666692808726964 0.0911177596845842 0.134308551030165 0.153632084782414 0.235057860282338 0.387723751686827 0.417386578848962 0.0591807546368197 0.00617758741331311
"CG7806" 0.0871116838746872 0.13065412029587 0.196188381081042 0.258483386951818 0.283112347802024 0.337092817728047 0.169127323946932 0.145631315163978 0.0714670363468894
"mtsh" 0.121184484600477 0.114018648257066 0.0952235866958316 0.0878730200579992 0.133500843097666 0.207784059491502 0.436337325499261 0.072090597732078 0.052307140212079
"strat" 0.130798561380398 0.156643064401397 0.228272289484902 0.315093322950905 0.545057298782385 0.987275479062437 1.25797863381683 0.158692240388647 0.11503036381834
"CG7781" 0 0.000971663795071109 0.000986990546883276 0.00242186107429882 0.00218045726508351 0.0027070688577054 0 0.0100527992020571 0
"CG14275" 0 0.000238011933918367 0.00091920810161677 0 0.00175801134038955 0 0.0104978396479846 0.00452212339300784 0
"drongo" 0.297719793726156 0.267940802378512 0.278475503505931 0.303969551497416 0.297592004067518 0.321548232971863 0.434286463223693 0.351721958905829 0.359990795213855
"CG14274" 0 0 0.000132628017536076 0 0.000297458805484332 0 0 0 0
"CG14273" 0 0 0.000354686837645484 0 0 0.00115549602440038 0 0 0
"CG7778" 0.00177776418775821 0.00179542950953319 0.00136134962397277 0.00189219556370966 0.00157235915732954 0.00265894296912994 0.00275918775031006 0.017451541097148 0
"CG7627" 0.00439098666643289 0.000259064672904944 0.000500267738337757 0.00255066253459336 0.00053350904590585 0 0 0.101488113922367 0
"RpS13" 2.18211568613269 2.64271836242273 3.06102738195918 4.83343436303966 7.19900324590402 13.4162954809044 25.0953823588592 21.9917389033677 1.54561902980259
"CSN8" 0.0702615173887867 0.0844003636804031 0.103672344484409 0.147584224795741 0.258615519946862 0.755851264233392 2.39727353915697 0.439117178511396 0.0841391793335664
"Pp2A-29B" 0.369340868714258 0.455128703349874 0.532736804585323 0.629790756113665 0.659196778399604 1.02377915737071 1.564690437229 0.705996876186572 0.394698340392328
"CR45341" 0 0 0.000532994290495166 0 0.00015126961571724 0 0.00147238085898994 0 0
"CG17292" 0.0435953342385115 0.0429722903372562 0.0605633228314456 0.0736572342031964 0.0820194636734979 0.0997422627899894 0.116358585042753 0.0195189370038192 0.0461998922766932
"Wdr82" 0.0142857752549692 0.011788957676084 0.0152436203354348 0.0880400684464678 0.136725897222523 0.624432944534196 1.31541246915989 0.102415515480863 0.00940236676376178
"CG13390" 0.0162589086078911 0.0298374490434089 0.0387421575432493 0.0460859218544135 0.0599366160582312 0.0731125229829932 0.148500827385073 0.0638094925329254 0.0429791848269704
"CG17294" 0.00349240001234293 0.00235485971706044 0.00335415953713285 0.0172500682365774 0.0212630686781124 0.103913226045691 0.369271634681084 0.0707325111936878 0.00330730812569226
"AlaRS" 0.0110300729088431 0.0138621076252039 0.0158137521097528 0.0297949610211576 0.0373811204516386 0.116485717934349 0.540258108198281 0.0373265409941131 0.0170659609224256
"CG13392" 0.0860275173125747 0.0894749603206427 0.118846654815991 0.114209071633915 0.142093932158921 0.274090524601223 0.407737306692752 0.0540053638806013 0.0457628167703255
"Rcd4" 0.0149019701365615 0.0200410657321963 0.0277408684601874 0.0764411642940736 0.134217652719341 0.430575124311103 0.98190953432465 0.0519769710147025 0
"Dad1" 0.17587662377813 0.323420913780306 0.646408687644469 0.952988594971485 1.36604333973248 2.54601446228806 4.03266370846781 1.2029956573809 0.160903274867266
"CG13384" 0.00911747982488917 0.0045933184967812 0.00641334943076511 0.0229385758029973 0.0141868267389975 0.0285593619354866 0.0315978713723139 0.0877914469103737 0.0023081271233327
"CG42819" 0.0241062852405141 0.0206171930442794 0.0190791046652815 0.029616765579595 0.0287292706397925 0.0234788552658114 0.044263644486933 0.0184961540501219 0.00854129610101151
"snRNA:U6atac:29B" 0.00608787928032285 0.00240779548309927 0.0005089299517114 0 0.000646996328571142 0 0.00147238085898994 0 0
"CG42820" 2.40586623222279 2.19131018024588 1.8584844158293 1.89188930377443 1.55681932891234 1.40509174445066 0.868492973312279 1.49231761330296 1.82067614740985
"Acp29AB" 0 0.00364770180476536 0.00428872188836893 0.000782552705707282 0.00931226970012862 0.00488238321178118 0.00143323497041731 0.000519892328219257 0
"lectin-29Ca" 0 0.00035122842140386 0.000403678608188518 0 0.000327798357161237 0.00126300947118172 0 0 0
"CR45343" 0.00334918487051702 0.00578396554050313 0.00455598672610536 0 0.00682080719270462 0.00599388439123133 0.00401218259121998 0 0
"Peritrophin-15b" 0.00435027577393119 0.00653089150631389 0.0148462101817074 0.0257160628960835 0.0389429598592724 0.057414085327871 0.0291374786673922 0.00533830901538687 0
"Peritrophin-15a" 0.00122572677937224 0.00112935264409717 0.00444163901784653 0 0.00797854970944826 0.00816037289984406 0.00860302744705274 0.00144993330348852 0.00644322839247251
"CG13385" 1.20883340470033 1.16003988811537 1.12019270584978 1.040131226177 0.991576065393142 0.7096340508145 0.435888393016388 0.800949983201148 0.990545284976924
"CG13386" 0.00172430173969975 0.000290461252468921 0.000268775804157048 0.00383864486623474 0.00126951758852602 0.00127329444437441 0 0 0
"CG31898" 0.0237599110966303 0.0218557063794438 0.0248917124405289 0.02688832542585 0.0442835049951575 0.10197168744567 0.115495820642017 0.0182920563256475 0.0115083159448765
"fy" 0.0224482957870664 0.0243194937103618 0.033640183185637 0.0392185625081093 0.0414028597614383 0.0538830319972771 0.0936868129214351 0.0134748574017739 0.0145756021910045
"CR44991" 0.0258786655270208 0.02154795034555 0.0216348461090792 0.016810836174673 0.0228127404485782 0.0152148018019442 0.020782712868092 0.0154833175472352 0.019169251391023
"emb" 0.0292645806775484 0.0262753760239118 0.0291258111822725 0.0513129028598918 0.0691533524574139 0.352584412036711 2.44950185185126 0.214151136181406 0.0170103502218979
"CG13397" 0.0328266187687077 0.0513031850371448 0.0567479755062628 0.0686377056147692 0.0542011301812431 0.0590848130245094 0.0257009823799231 0.0285838833612294 0.00557432848890766
"CG13398" 0.00750052638718945 0.0135021403429089 0.009907064045443 0.016712365516625 0.0159704724891992 0.016359643258864 0.0206199713220782 0.0111263881123521 0.0250754526589829
"Akap200" 0.745135303656231 0.707917690393994 0.605349594341676 0.626103916864039 0.53843792022224 0.511268486897877 0.591743439577759 1.97550149886804 0.473085345613305
"grk" 0 0.000311530847005643 0.00109606516672256 0.00288318560043026 0.00313001899684003 0.0094553386832498 0.00421764530960244 0.00588719625945666 0
"D12" 0.0118849444716576 0.0145383464689141 0.0164232150797998 0.0328740059062898 0.0146045385747402 0.0313681008219146 0.06982573002384 0.0137997145528331 0.0445681356621297
"Chrac-14" 0.00864774053841101 0.00433419541091328 0.0052496285935557 0.011662268330945 0.0128416256824841 0.0213372914704854 0.119671115243555 0.0488854422657647 0.00338660691788968
"mus201" 0.00796004334769896 0.0113733271414424 0.0211245899057757 0.0457172513036944 0.0659396921336284 0.103191045850871 0.0642195314601891 0.0059079651706648 0.0512640939242834
"CG31897" 0.0360364370915162 0.0450248252898936 0.0330323069095637 0.0568516798397645 0.0224738482299185 0.0379414521540502 0.0241928561012709 0.0176499246653728 0.668280291188109
"U26" 0 0 0 0 0.00113166087198523 0 0.00140852132867507 0.00326340508908443 0
"fu12" 3.06039593359603 3.04024883914804 2.60219964511057 2.40865549369069 2.25039018083058 1.90770461161014 0.981652219550084 3.1063638993787 1.7016780458829
"fu2" 0.000764499692288874 0.00161859091763766 0.00153108049284487 0.00727428382596154 0.00302776043520773 0.00330420600689412 0.0117658424608959 0.0102872867081878 0
"d" 0.00942680939178327 0.00642322929236101 0.00914685297750439 0.0112779814039883 0.0188668277821271 0.0249041332115555 0.0360733119821527 0.0211786047788895 0
"CheA29a" 0.00408927020436491 0.00657709026462976 0.00747859223804863 0 0.00688237669530518 0.00409583253961456 0.00309359804633096 0.00441692579722381 0.00738156645698097
"CG43796" 1.05123551253475 1.30785227487877 1.34645649887879 1.23760938185965 0.995365149443554 0.593633981977138 0.303959693651201 0.847968816466731 15.2106435350558
"CR43604" 0.000696392069292125 0.00219541743703401 0.00348771712981433 0 0.00153735750791734 0.00223656828760806 0.00157157239275354 0.00492205054631991 0
"CG13088" 0.318916349237925 0.327064268542937 0.357275881357749 0.366501420733158 0.390493451410408 0.402389912953826 0.38824061745139 0.217580755856634 0.351338908636159
"CG43400" 0.0460202289205317 0.0718609989892743 0.0646586766557718 0.0600257571023488 0.0662714415076584 0.039704346104847 0.018280601523092 0.0569561534199569 0.0825567534196831
"Dh31" 0.0013234349224037 0.00156164554827902 0.00399778808004062 0.00443444887264865 0.00687979381454651 0.0130896041258676 0.022022814769071 0 0
"CR44060" 0.140071785874927 0.150734041512874 0.142449616961126 0.143301725966407 0.128341944536915 0.0962124072937198 0.0359506119060959 0.111489314807149 0.166370085015763
"CG13096" 0.361784416671464 0.411956662970449 0.433999206794858 0.600801261406291 0.690489165981055 1.29725096565364 2.7158143686432 0.304073292615348 0.0753908095129762
"CG13097" 0.0108841232771911 0.0133432317270304 0.0126893985811961 0.0330764889764618 0.0312711899056035 0.0884009805241808 0.321540507532992 0.0171567529660811 0
"CG4291" 0.108634459840738 0.127405017396469 0.199071831441535 0.251294108415889 0.412037233306877 0.597322167063853 0.744836454519382 0.158207796639602 0.137768942188488
"PIG-U" 0.145383778078061 0.189622598676466 0.294197020465187 0.346776425027144 0.626164934770527 0.894826698335901 0.76341726786293 0.170606379440829 0.0813309484358866
"mRpL51" 1.59021560675391 1.53055965864212 1.40393385502146 1.38828325525872 1.24730794151784 1.42322218212851 1.47864314301021 0.97275004080686 0.982301746689911
"Uba4" 0.143358939254013 0.163597155907591 0.237731682453895 0.232618423035035 0.265789618272209 0.376768781253138 0.52685627078612 0.127788536060381 0.0500596102956186
"CG13091" 0.00192724469071291 0.00340532101345065 0.00521454438867187 0.00276677139099361 0.00791473209969064 0.0114610522546207 0.0111091948814806 0.000417571962681761 0.018795932560194
"Acer" 1.63155307075977 1.57242423054772 1.6358973275068 1.42318147715745 1.4313244300605 1.16030882047143 0.631775024032059 0.999166495547261 1.75615718743266
"kraken" 0.380793438289361 0.378565301268991 0.644770011613879 0.904510564931422 1.93277352061234 2.44766562760343 3.13580596396033 0.367590035785144 0.287127107912109
"CG17834" 0.0397978076393112 0.0592146492416845 0.10197583309847 0.129609851199418 0.169165380972831 0.154496677512859 0.0894830955861542 0.141275528513869 0.0324625010011425
"Sema1a" 0.00626210335336874 0.00805011887652799 0.00677200907606134 0.0140474831170098 0.00985500673040762 0.0112915441489722 0.0582262930654447 0.0480714081318542 0
"CG13949" 0.531689280508538 0.548239570967213 0.515705137441384 0.589735586398455 0.720551229481557 0.981214544265566 0.993017783550017 0.326607139360122 0.432903946088115
"CR45345" 0 0.0014048596839981 0.000467300447505925 0 0.000304960459984681 0 0 0 0
"CR43855" 0.0176511310299955 0.0267417690080371 0.025024211397364 0.0285103460828504 0.0374746016457419 0.0500371341465187 0.0638724963882325 0.0113259911845937 0.00382628073268685
"CG13950" 0.000817481481796363 0.000506785941573644 0.000155166645874336 0 0.00047308918440958 0.00362806780865312 0 0.0371780242216308 0
"aru" 0.219232530312271 0.281030461382385 0.281681878783297 0.307525643822176 0.197635799083904 0.0875146732442679 0.0715259024624991 0.639522125930264 0.425248283774582
"Glt" 0.0197604142904754 0.0584288532619913 0.120862308490218 0.112846232857046 0.112390045286368 0.0921176535135364 0.084520775593561 0.0458092989548637 0.02216538583409
"CG9287" 0.00266521808505019 0.00512208444147351 0.00299635999743724 0.00852871113185607 0.00375914736599402 0.00124593917275121 0.014409438056778 0.00723109718883866 0
"CG9289" 0 0.000251687248391404 0.000155061405867338 0 0.000134521366856004 0 0.00133304752794334 0 0
"PrBP" 0.336024827009933 0.634621654807758 0.890481598713105 0.80560719895488 1.11773658328493 1.57309299188809 2.1352408103029 0.586416523284573 0.228519902843084
"Trs23" 0.0614933191197648 0.0460925924291823 0.0730826951407815 0.164550955812591 0.282446168425831 0.597192766073709 0.979311804535729 0.27202554523694 0.0127636448705454
"dbe" 0.0718086660029349 0.091111176785499 0.111560399976666 0.112422939683442 0.143753182797246 0.209019892042906 0.436190147833431 0.0853150925359639 0.0518326432494908
"Hnf4" 0.0114114639417713 0.0191854895722454 0.0286028153370627 0.0196587728378628 0.0428334385837651 0.0443607427083766 0.0469922561434467 0.213255280098165 0
"CR44992" 0.00281753418595987 0.00130719397255502 0.00365047465802021 0 0.00299290145050972 0.00628258412304575 0.0137761653744856 0 0
"PNUTS" 0.0212610077245738 0.0167194465870315 0.0245490661532852 0.0328073247204052 0.0480510075611702 0.0946864927821856 0.231964964430648 0.111685503615263 0.00746112368545359
"CG9314" 2.41813775423835 2.35546456714042 2.50315218604132 2.29897587466284 2.2606074400133 1.95563714493766 1.40587216001214 1.60259233226993 1.76305656783801
"raw" 0.00378166340921727 0.00353482078760619 0.00123432556635626 0.00127074168108958 0.00701483771965466 0.0179068321240279 0.0395821883805982 0.0152520854510516 0.0143285408190574
"CG45307" 0.00824035119078636 0.0116037917062109 0.0105427369335937 0.0121299236914546 0.00854485156822229 0.00115482228959455 0.0067969400191281 0.00290958752815886 0.00774404985929061
"CG12438" 1.0997557382509 1.08890216565406 1.17266275971721 0.934954751868723 0.915037604924748 0.553766913131512 0.233035900391429 0.875412496481039 0.533045410885232
"LManIII" 0.014619159570751 0.0240435481907824 0.0268903822249991 0.0294659069218317 0.0415146540848499 0.0261594209727948 0.0134360970827034 0.00914200057800322 0.0199382791989886
"LManIV" 0 0 0.000178992924946656 0 0.000599794751995034 0.00108350978290148 0 0 0
"CG15824" 0.223701520008151 0.223004581186043 0.234202300527561 0.354450364539485 0.210635878059006 0.208842015702557 0.116367314380918 0.230725409821365 0.206059869258746
"LManV" 0.00163244357540404 0.000448194343427433 0.00108783654342259 0.00132803288846888 0.00137519933472988 0 0.000953005579466466 0 0.0102625151372098
"ninaA" 0 0.000556537704550829 0.000270007764933899 0.00326045562911143 0.000871831557025492 0.00248675252360555 0 0 0
"LManVI" 0.00835858301665534 0.00958230443679955 0.011285983093411 0.00781420263310124 0.0123357424395886 0.00778031451158882 0.00739822519378701 0.00222547066668803 0.0260259818108123
"CG42710" 2.84551582268291 2.72205587941011 2.36894443461606 2.16461361629254 1.96804947085211 1.24676501439564 0.420386323858206 1.95416368610102 2.49744303012642
"CR45365" 0.0143831912165395 0.0121962641014782 0.013085225714164 0.00991496874746715 0.0115891969412972 0.0100672105711805 0.00874211002591912 0.00531387392576344 0.0255576052065741
"CR45260" 0.226163021815412 0.213086860620139 0.213621317047957 0.228236644789235 0.211709990742141 0.172604957937952 0.139563829447701 0.147618686607843 0.245198664415667
"CG32986" 0.638042614324543 0.625754029038222 0.7081393224369 0.628225720558414 0.569875566487307 0.352079799786139 0.136378999679242 0.478711862125567 0.514732190311601
"CG32987" 0.104260252755556 0.107478583107877 0.118709641298217 0.156499943252259 0.135931259039621 0.130330877722162 0.0346211175641132 0.0750681058671136 0.098492826213157
"CG32988" 1.45973208614346 1.43690849676013 1.35506719270091 1.15332886535915 1.00298906122224 0.449745844348286 0.171650813029725 0.862093915971396 1.77764945899213
"CG32983" 0.437022883249247 0.403881406375018 0.403344349015405 0.311977519152005 0.308219799147032 0.143068608529766 0.0368158081647626 0.256682269113987 0.436474585084986
"CG9483" 2.96219275227622 2.94336317039154 2.67218841299976 2.28199555851037 2.06932417246483 1.31280563686711 0.525060225750489 1.96452094778362 2.41948731989346
"CR44414" 0 0.00129330833025777 0.00104550483133569 0.00399838465260035 0.000772645849478882 0.00113384701138337 0.00149743818275694 0 0.0124929414880592
"CR44415" 0.00609863074826421 0.00811068956175324 0.0121377444314081 0.0212540942473373 0.0131516734036129 0.0052605494099753 0.00593638020992485 0.0155027248236036 0.011787684934042
"CG42713" 0.021503815431119 0.0143121420027153 0.0158173305795517 0.014922233878775 0.0219040239818662 0.0229338693465414 0.0107338376384174 0.0152902988539622 0
"CG34398" 0.0123415120261158 0.00836859591850019 0.0136003331771565 0.0128240501452666 0.0161221195043445 0.0121506688952262 0.00590422616242703 0.0749074988666313 0.00775007251959798
"Tsp29Fa" 0.00771298694268116 0.00393424656255313 0.00602624051179606 0.00129260490393619 0.00484775123527681 0.00113918285502463 0.00150857003551476 0 0.00129008071131954
"Tsp29Fb" 0.00165315504736441 0.00329660839969185 0.00170377120587111 0.00306350586385657 0.00647262780619932 0.00708662446368878 0.00147238085898994 0.0260097067748821 0
"CG9510" 0.0476499170732867 0.0441838433802845 0.182152886339158 0.230718640389923 0.421280813932349 0.682808516685765 0.479346374206512 0.108853507381198 0.00129008071131954
"CG9515" 0.182532541054542 0.1788130618409 0.17550327130919 0.320696032748864 0.391998838681629 0.638987693773961 0.470206697070353 0.116750850450379 0.156130603522608
"C1GalTA" 0 0.00225407616355626 0.00146166911829233 0 0.00266147894310227 0.00235900632594118 0.00158183446608499 0.00379115296543985 0
"CG31886" 0.0146270257250415 0.0350211313593344 0.051920858429676 0.057725104613109 0.0938322857571804 0.0566904232296426 0.0214919152686539 0.021113116412612 0.0324067993953317
"CG9525" 0 0.000551137809336801 0.000262322397899532 0 0.000270644895760771 0 0 0 0
"CG32984" 0.00393626544749249 0.00222720009093742 0.00293041152373791 0.00179071870495223 0.00314879983801067 0.00592628839286596 0.00144668893410274 0 0
"CG18088" 0.000876139770227088 0.000653682389029963 0.00121787890931181 0.00498591539007829 0.00422146076940427 0.00389681258050431 0 0 0
"CG9541" 0.0262933637331856 0.0292017644137177 0.0359796373963766 0.0438309564025158 0.06682482148432 0.110794804542382 0.037721982639853 0.0174934120832714 0.0156157908551498
"CR45348" 0 0 0.000408443673170776 0 0.000148453150093454 0.00100794949608573 0 0 0
"CG13101" 0.0283601115398778 0.024454677312929 0.0283249751007396 0.0394908303487697 0.037397081938932 0.0418359713556332 0.0244612453473321 0.429134939714904 0.0388332763142032
"CG18662" 15.1282791009671 13.8479229693089 15.3455549438467 12.9216481243124 13.1325118674783 9.62701610282709 6.07847953364095 10.9048047480414 16.0241198460113
"Lsp1beta" 0 0.000119745134455824 0.000187353805483659 0 0.000284511561467308 0 0.00173989719991384 0 0
"rost" 0.0125673573428572 0.0127503111460022 0.0104573154792039 0.0242333612258511 0.0207525812833934 0.0341215171832287 0.0245381648556021 0.903741617470961 0.0593191984042886
"CG9555" 0 0.000522311877426863 0.0010879210451372 0.0028141649303269 0.00176980747602401 0.00246297052286324 0 0.0222410666772231 0
"alien" 0.177281528017936 0.161696549564864 0.193967416804796 0.396638490266603 0.518333263494862 1.29718364713679 1.54884162335806 0.21845265328431 0.0758604908732314
"CG17906" 0.00323486260381148 0.0106237808969568 0.00922952337495166 0.00820393005417404 0.0101074758788193 0.00347911439923844 0 0 0
"CG18661" 0.0157264940148203 0.0103824136921291 0.026712988031525 0.0791518333315578 0.104261254593273 0.303518791296857 0.496381096556508 0.0497050734528332 0.0217045447146178
"Try29F" 0.00673624060559284 0.00687318871970359 0.0267048446837289 0.0330215129313288 0.0560591910232477 0.103005331636231 0.0888324168341301 0.0161864292259683 0.0253560411817007
"CG9568" 0 0 0.000215701563944189 0.00309404025965186 0.00142667891250047 0.00340639991902088 0 0.00136522051587861 0
"CG13102" 0.0173442326696495 0.0220298328867538 0.0460384134175533 0.0637030108086334 0.117336131799822 0.161417946565249 0.0657893230148056 0.0232143717094158 0.00275696042907127
"Rcd-1r" 0.00901160776281287 0.0150747856447194 0.0127143976762191 0.0348280474798452 0.0277540970329394 0.166136957603938 1.28933464954511 0.0311506947406795 0.0129711250866232
"CG9582" 1.17764586117796 1.26572965219321 1.32760499382479 1.04808000542654 0.981599956472613 0.494416802407797 0.182155190139498 0.978926363815502 1.01283037998362
"CR44352" 0.11051519149761 0.099359752288767 0.0691040055889349 0.0668218510920979 0.069309817124699 0.0647973713834432 0.0264158975151053 0.0616806802880206 0.0558276980833028
"CR45261" 0.0027307061052006 0.00514840150891149 0.00478598740645228 0.0143166556318921 0.0163454401012199 0.015464699600643 0.00906938217193171 0.000417571962681761 0.00551392085814253
"DIP-zeta" 0 0.000294830008387914 0.000747190906936907 0 0.001254788541662 0.00114167019728175 0 0 0
"CR44483" 0.0540031692970056 0.0680027664159231 0.0605529773040204 0.0413159275634346 0.0447805225687725 0.030360842975794 0.0161596912387752 0.0628987939946613 0.0752542109253573
"Toll-4" 0.0147140184247745 0.0181796453272314 0.023829539187469 0.0144969306929097 0.0295028362319722 0.0246132262173598 0.012834935315712 0.00798408985429971 0.0023081271233327
"CG31609" 1.05315803469534 2.68948345471861 8.52469184679121 6.13186354187595 7.21164004690648 4.62615404597787 1.84934497026431 1.73628629431618 0.983849963453443
"CR44482" 0.0350852867160383 0.0482467544242052 0.0870208144207271 0.0704622656205707 0.122142552711036 0.0539658595329727 0.020345053213791 0.0219653298816185 0.0705256192785506
"Or30a" 0.00127782544776601 0.00104716796997189 0.001490823826949 0 0.00154150781453149 0.00369303477728108 0.00170054579017136 0 0
"CR44617" 0.154876995269884 0.175556951454212 0.116539122018356 0.0991849706973649 0.0407843826452464 0.0134921052229481 0.0171943408741512 0.106203397637251 0.0482350622584331
"CR44615" 0.00804590730390318 0.00451584975563592 0.0031892090142955 0.00477615857196394 0.00465695844860841 0.00292599417559176 0 0 0.0056379002204419
"CG32982" 0.0390703101199415 0.0331460135391456 0.0295976199616389 0.0329847639492224 0.0403568514177306 0.0323902552921446 0.0205873816404197 0.0836005401953975 0.0425251511007617
"CR44061" 0 0.00090053750090549 0 0 0.000145376021257463 0.00108350978290148 0 0.00552458107101738 0
"GluRIIC" 0.00152480747399631 0.00165088475498414 0.00169095538991635 0.00310628849468017 0.00227535974607775 0.00464742586173325 0 0.00753394357998384 0.00875404546325971
"CG13108" 0.00467254937087027 0.00222720101192184 0.00229440175503517 0 0.00223331757498948 0.00124378155862496 0 0.00821787222852259 0.00832287425468661
"CG9586" 0.401453532461823 0.370044912208106 0.355851879924624 0.504940341090064 0.590769750127135 1.22481295119442 2.55921436301243 0.482211161261997 0.532688659643976
"tai" 0.0510203073267073 0.0497406566518666 0.0501809978375168 0.0526599390424552 0.0454193966995692 0.0645900170784787 0.0916589075385885 0.600253517225901 0.0974716926217211
"CG4341" 0.0139312211442371 0.00964987940879234 0.0137929805171398 0.0111538965615377 0.0173786425475807 0.00589883505835684 0.00650487324223462 0.0028215371216629 0.0200908482497644
"aust" 0.0683580614291139 0.0433596840064919 0.254048673278116 0.318449741842293 0.825565417209012 0.88996811897194 0.476668828607488 0.0726801008051551 0.0476643479024033
"CR43734" 0.497817254154028 1.20956722941775 2.35473204278282 1.72365112174549 1.83904588300867 1.13895514776724 0.411668984939861 0.730077741722976 0.360099835696977
"borr" 0.0939778130830935 0.173386586719731 0.693324736796192 0.630708346965995 0.87386228312239 1.24687731737068 1.48307491247542 0.18702626748075 0.12820996392077
"lectin-30A" 0.000880997190147562 0.000362270603461314 0.00167868683557215 0.00504941792542487 0.0101016255449273 0.0172115296741872 0.00722196358977786 0.00077462165928917 0
"Ggamma30A" 0.0119079592308007 0.0100179116816883 0.00647319677721 0.0157496723913416 0.0083709852980262 0.0126007230870348 0.0042057169518561 0.016735733261577 0.011787684934042
"CR45262" 0.00240200855947747 0.000923779239867156 0.00100606149061072 0 0.00139947978980187 0.00108001845967551 0 0 0
"CR42844" 0.117161750595159 0.235219302718538 0.281428490501623 0.243559584775109 0.219885002215492 0.10833164597931 0.0554479785672361 0.110557541094563 0.0621469113675937
"CG17005" 0.655827297847068 0.92327702055446 1.39250482385665 1.08664241850942 0.994653724868734 0.655835564342844 0.365646984634699 0.533603316217246 0.42980110147371
"Cks30A" 0.307825283243688 0.430276738349399 0.618221982171265 0.83084466364671 1.19363767574824 1.59442378617642 0.539454881069818 0.224177852463931 0.319154915091553
"Eaat1" 0 0.00181205484635977 0.00046897046093898 0.00244640058635329 0.00142326513788147 0.00125918924833705 0 0.0075612537163562 0
"CG3748" 1.41186096386671 1.49101100738933 1.466234044903 1.36140933496788 1.09313858128542 0.553855134978432 0.278500788635214 1.09890421981078 3.68830167042753
"CR44802" 0.00251559244698696 0.00148085416721379 0.00288500797612562 0.00454600461346453 0.00471675889219895 0.00279340978331701 0 0 0
"CG43350" 0 0.000730289459450371 0.00121933669875758 0.00138371724568315 0.00287536943100958 0.00232383993357422 0 0.00319345979434119 0
"CG13110" 12.6269916431026 11.7070989343775 8.33724104881127 8.95371371064639 6.59012826616962 4.19083868712079 2.17796068469489 7.22503898135237 8.08959273778278
"CR43404" 0.000664325759842518 0.000382158242481259 0.000329396613159962 0 0.000592530062500548 0 0 0.00066815156670852 0
"CG34181" 1.20153892495646 1.32253064023305 1.6014818252898 1.46693270693515 1.57147750178109 1.09579213500781 0.463903919807183 0.775831361347437 0.86520967044213
"Shawl" 0.00175172764138632 0.000460107710021963 0.00169234888836084 0 0.00472324388496911 0.00211362018963823 0.00156002857348335 0 0
"CR43865" 0.0347828575917325 0.048192834684687 0.0470207974065899 0.037765464044278 0.0805496618685109 0.0790520024631522 0.0298518923390708 0.0273914620968234 0.00565297835644177
"Aldh" 2.06961998542858 2.08730112776306 2.00175152433604 2.01213946791621 1.74796340580847 1.64733781622054 1.14282572181999 2.50156638328527 8.22047668214442
"CG4438" 1.92087750478429 1.93011689819374 1.99535489821451 1.99622036712907 2.41192566883953 3.93312440964917 4.78712367807673 1.28153548737925 0.98434296304049
"Mco1" 0 0.000377078746342612 0.000755550705167392 0 0.000632887643113762 0 0.00329533156967188 0 0
"Fbp2" 0.00395140116761282 0.00250522482607438 0.00517269528321392 0 0.0100036549128933 0.0184657682971611 0.00465849361389171 0.0026851231290062 0
"CG42847" 8.41110935720394 8.02538503441291 7.34687017686475 6.50680241536041 6.05809067635699 4.34066949325572 2.12636515181749 4.70756496469094 5.22568662554392
"FucTB" 8.05500321673169 7.34526809052261 7.52967686934531 6.29418789875244 6.67308680152722 5.7341260978972 4.21509067620651 4.72111077539791 6.34108218722418
"scat" 0.000880997190147562 0.00329868945740908 0.00462925888247413 0.00254721258526794 0.00438208176634649 0.00605503118355528 0.0520446777459281 0.00799928326421953 0
"CG3769" 0.00632677797200371 0.0038696231756171 0.0053060372440367 0.00890645447626458 0.0040424728105962 0.00499633517618479 0.00472454649357076 0 0.00988610221636525
"RpS28-like" 3.5269049556366 3.53498732577678 3.43212193015429 3.13928784452936 2.89570894798456 1.84080398350446 0.922537220646495 2.5896123394725 3.20413622964972
"numb" 0.388273204982446 0.355501557626223 0.352148184033153 0.435539564126727 0.460446449961742 0.586352912051269 0.44788625790782 0.327931174315914 0.495314095610175
"CG33723" 0.825454592914045 0.822501443434024 0.784937720420515 0.843580173236861 0.866839677452517 0.766495581910443 0.396816765263318 0.515495493212215 0.542113350646163
